idiom_word,idiom_meaning
আধিব্যাধি,মানসিক ও শারীরিক রোগ
আধো আধো,অপরিস্ফুট
আধো-আধোপনা,শিশুসুলভ ব্যবহার
আনকা,অচেনা
আনকোরা,অনিভজ্ঞ
আনচান,অস্থির
আন-তাবড়ি,এলোমেলো
আনন্দে আটখানা,বেজায় খুশি
আনাগোনা,জন্মমৃত্যু
আনাচ-কানাচ,চারপাশ
আন্দাজে ঢিল ছোঁড়া,অনুমাননির্ভর কাজ
আন্দিরাম মহাজন,কপর্দকশূন্য ব্যবসায়ী
আন্নাকালী,শেষ কন্যাসন্তানের নাম
আপকা ওয়াস্তে,আত্মসর্বস্ব
আপ-খোরাকি,নিজের খরচে খাবার
আপদ,বিরক্তিকর ব্যক্তি
আপদ-বালাই,বিপদকাল
আপন কথাই পাঁচকাহন,আত্মপ্রচারসর্বস্ব
আপন কোলে ঝোল টানা,নিজের স্বার্থ আগে
আপনগণ্ডা,স্বার্থ
আপনগাঁয়ে কুত্তা শের,নিজের এলাকায় প্রভুত্ব
আপনা-আপনি,স্বতঃস্ফুর্তভাবে
আপন পাঁঠা লেজে কাটা,স্ব-ইচ্ছায় কাজ
আপনার পায়ে কুড়োল মারা,নিজের অনিষ্ট করা
আপনা হাত জগন্নাথ,নিজের প্রয়াসই যথার্থ
আপনার ঢাক আপনি বাজানো,আত্মপ্রশংসা
আপনি বাঁচলে বাপের নাম,নিজের স্বার্থের প্রাধান্য
আপ্তবাক্য,অভ্রান্ত বাক্য
আফশোস,আক্ষেপ
আবড়াখাবড়া,অসমান
আবদার,যুক্তিহীনদাবী
আবর্জনা,অবাঞ্ছিতব্যক্তি
আবহমানকাল,চিরকাল
আবহাওয়া,পরিস্থিতি
আবাগী,হতভাগ্য
আবাগের বেটা ভূত,কাণ্ডজ্ঞানহীন
আবাদী জমি,চাষযোগ্য জমি
আবোল-তাবোল,অসংলগ্ন কথাবার্তা
আব্রু,মানসম্ভ্রম
আভাঙা জল,ভোরবেলায় অস্পৃষ্ট জল
আম না হতে আমসি,আগাম সুখকল্পনা
আমগন্ধি,কাঁচাগন্ধযুক্ত
আমড়া,কিছু না
আমড়া কাঠের ঢেঁকি,কোন কাজের নয়
আমড়া গাছে আম ফলে না,বংশকুলের বিপরীত চরিত্র
আমড়াগাছি করা,অযথা প্রশংসা
আমড়া ভাতে করা,সৌন্দর্যহীন করা
আমতা আমতা করা,দ্বিধা করা
আমল না দেওয়া,গ্রাহ্য না করা
আমসি হওয়া,বিবর্ণ হওয়া
আমি,অহঙ্কার
আমি আর আমি নয়,আনন্দে আত্মহারা
আমির-উমরা,প্রভাবশালী লোকজন
আমে দুধে এক হয় আঁটি যায় গড়াগড়ি,সাধারণে বঞ্চিত হওয়া
আয়নায় মুখ দেখা,চরিত্র সুন্দর করা
আয়ারাম,দলবদল করে আসা সদস্য
আয়েন্দা,ভবিষ্যৎ
আয়াশ,আরাম
আয়াস,প্রয়াস
আয়ীবুড়ি,পাকাপাকা কথা বলা মেয়ে
আয়োসুয়ো,সধবানারীদের দল
আর আর,অন্যান্য
আর একটু হলে,গুরুতর হলে
আর কতই বা,বেশি কিছু নয়
আর কি,এটাই বটে
আরম্ভসদৃশোদয়ঃ,আরম্ভের মতো সমাপ্তি
আরশির মুখে পড়শি দেখা,নিজের মত অপরকে ভাবা
আরশুলা আবার পাখি,উত্তমের সাথে অধমের তুলনা
আলগা থাকা,নির্লিপ্ত থাকা
আলগা ভাব,আন্তরিকতাহীন
আলগা মন্তব্য,অসঙ্গত মন্তব্য
আলগা মুখ,অসংযত কথাবার্তা
আলটপকা,আচমকা
আল্টিমেটাম,শেষ সতর্কীকরণ
আলটুফালটু কথা,অর্থহীন কথাবার্তা
আলাইবালাই,আপদবিপদ
আলাদীনের প্রদীপ,আশ্চর্য জিনিস
আলাভোলা,সহজ-সরল
আলালের ঘরের দুলাল,আদুরে বখাটে ছেলে
আলুথালু,অসংবৃত
আলুর দোষ,লাম্পট্য
আলেয়া,মিথ্যা মায়া
আলেয়ার পিছনে ছোটা,দুর্লভ বস্তুর পিছনে ছোটা
আলোয় আলোয়,দিনেদিনে
আল্লাকা পেয়ারা হো গয়া,মারা গেছেন
